id,y
0.0,0.24425382912158966
1.0,0.24041439592838287
2.0,0.0719962865114212
3.0,0.5055350661277771
4.0,0.5335573554039001
5.0,0.2015608698129654
6.0,1.1378374099731445
7.0,0.15863116085529327
8.0,0.13568487763404846
9.0,0.08019416779279709
10.0,0.15571455657482147
11.0,2.939345598220825
12.0,0.10452909767627716
13.0,0.5166794061660767
14.0,0.4276048541069031
15.0,0.20067863166332245
16.0,1.296119213104248
17.0,0.16752935945987701
18.0,0.3294296860694885
19.0,0.032682690769433975
20.0,0.03396178036928177
21.0,18.44391632080078
22.0,0.07761111855506897
23.0,1.7386226654052734
24.0,0.167171448469162
25.0,1.071542739868164
26.0,0.14949557185173035
27.0,0.4694660007953644
28.0,0.13931824266910553
29.0,0.6993130445480347
30.0,0.43808236718177795
31.0,1.180582880973816
32.0,0.8608914017677307
33.0,0.062006331980228424
34.0,0.30007797479629517
35.0,0.10966586321592331
36.0,0.24603421986103058
37.0,0.08948046714067459
38.0,0.27442461252212524
39.0,0.30636066198349
40.0,0.7365943789482117
41.0,0.3042857348918915
42.0,1.8821126222610474
43.0,0.05844582989811897
44.0,0.35206106305122375
45.0,0.09752126038074493
46.0,0.046559154987335205
47.0,0.09318775683641434
48.0,0.22968965768814087
49.0,1.4994958639144897
50.0,0.2985948920249939
51.0,0.20795635879039764
52.0,0.9747680425643921
53.0,0.3408927619457245
54.0,0.30797651410102844
55.0,3.188624143600464
56.0,0.07874714583158493
57.0,0.3316785395145416
58.0,0.17682379484176636
59.0,0.30201271176338196
60.0,1.319222331047058
61.0,2.429109811782837
62.0,0.0916140154004097
63.0,0.2045024335384369
64.0,0.11039456725120544
65.0,0.18594710528850555
66.0,1.2015584707260132
67.0,1.6436080932617188
68.0,0.4618992507457733
69.0,0.35430610179901123
70.0,1.0632226467132568
71.0,1.8312684297561646
72.0,0.13516734540462494
73.0,0.6068097352981567
74.0,0.4183860719203949
75.0,0.8355799913406372
76.0,0.27698782086372375
77.0,0.33353903889656067
78.0,0.6016753911972046
79.0,0.3207550346851349
80.0,0.8821725845336914
81.0,0.27836987376213074
82.0,1.3284022808074951
83.0,0.11044985800981522
84.0,0.4555927813053131
85.0,0.33717837929725647
86.0,0.3346235454082489
87.0,0.1222940981388092
88.0,0.30741578340530396
89.0,0.2035151571035385
90.0,0.28935667872428894
91.0,0.2501719295978546
92.0,0.32710471749305725
93.0,0.6834766864776611
94.0,0.5193673968315125
95.0,0.5651626586914062
96.0,0.12224617600440979
97.0,0.6639308333396912
98.0,0.6710002422332764
99.0,0.21002203226089478
100.0,2.8429181575775146
101.0,0.15728449821472168
102.0,0.24681951105594635
103.0,0.6621875166893005
104.0,0.5076237320899963
105.0,0.18768920004367828
106.0,0.09762126952409744
107.0,0.23264525830745697
108.0,0.43859145045280457
109.0,0.709219753742218
110.0,0.18301865458488464
111.0,0.8267567753791809
112.0,0.16863378882408142
113.0,0.6540752053260803
114.0,0.6561383008956909
115.0,0.2598652243614197
116.0,0.7665566802024841
117.0,0.5667648315429688
118.0,0.39939484000205994
119.0,0.17905394732952118
120.0,0.12970757484436035
121.0,0.2524307370185852
122.0,0.8739852905273438
123.0,1.0083614587783813
124.0,0.3827219605445862
125.0,0.24549336731433868
126.0,1.028007984161377
127.0,0.7271338701248169
128.0,0.071355901658535
129.0,0.31014978885650635
130.0,0.6036494374275208
131.0,0.2651347517967224
132.0,0.5180912613868713
