2018-08-08 02:00:00,OL13F1i5014j2513,11 0 2 2 ,2 1 3 3 ,5 0 5 4 ,0 1 0 1 ,0 0 3 3 ,2 0 0 0 ,0 0 0 0 ,0 0 1 1 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 1 1 ,0 1 0 0 1 1 
2018-08-08 02:00:00,OL13F1i5055j2490,4 0 0 0 ,2 0 0 0 ,0 3 1 0 ,1 2 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 0 0 
2018-08-08 02:00:00,OL13F1i5037j2536,0 0 0 0 ,0 0 0 0 ,1 0 0 0 ,1 0 0 0 ,10 0 0 0 ,0 0 0 0 ,0 0 0 0 ,3 0 0 0 ,4 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 0 0 
2018-08-08 02:00:00,OL13F1i5070j2494,3 1 2 2 ,8 0 0 0 ,2 0 4 4 ,1 0 1 1 ,8 0 1 1 ,0 0 1 1 ,0 0 0 0 ,4 0 0 0 ,1 0 1 1 ,0 0 1 1 ,2 0 0 0 ,0 0 1 1 ,0 0 1 0 0 0 
2018-08-08 02:00:00,OL13F1i5072j2499,6 0 1 1 ,17 3 6 5 ,8 2 1 1 ,20 0 1 1 ,25 0 2 2 ,25 0 0 0 ,16 0 1 0 ,10 5 1 1 ,12 0 1 1 ,10 0 2 2 ,13 0 0 0 ,13 0 0 0 ,0 0 0 0 0 0 
2018-08-08 02:00:00,OL13F1i5062j2521,2 0 0 0 ,2 1 1 1 ,2 6 1 0 ,6 0 0 0 ,4 0 0 0 ,1 3 2 1 ,5 2 0 0 ,4 0 0 0 ,3 0 0 0 ,0 0 0 0 ,0 0 0 0 ,2 0 2 2 ,0 0 0 0 0 0 
2018-08-08 02:00:00,OL13F1i5060j2527,0 0 0 0 ,1 0 3 3 ,0 0 3 3 ,0 0 3 3 ,6 0 2 2 ,2 0 1 1 ,1 0 2 1 ,0 0 0 0 ,2 5 3 2 ,1 5 2 1 ,2 0 1 1 ,6 5 2 2 ,0 0 1 3 3 1 
2018-08-08 02:00:00,OL13F1i5068j2507,12 0 0 0 ,10 0 0 0 ,10 0 0 0 ,10 0 0 0 ,10 0 0 0 ,10 0 3 3 ,10 0 1 1 ,10 0 1 1 ,10 0 0 0 ,10 0 0 0 ,3 0 0 0 ,0 0 0 0 ,0 0 0 0 0 1 
2018-08-08 02:00:00,OL13F1i5063j2498,0 0 0 0 ,6 1 1 1 ,12 0 1 1 ,8 0 1 1 ,0 0 0 0 ,1 0 0 0 ,1 0 0 0 ,0 0 0 0 ,1 0 0 0 ,1 0 0 0 ,1 0 0 0 ,1 0 0 0 ,0 0 0 0 0 0 
2018-08-08 02:00:00,OL13F1i5054j2494,13 2 1 0 ,18 2 0 0 ,17 0 0 0 ,12 0 0 0 ,10 0 0 0 ,12 0 1 1 ,10 0 0 0 ,10 0 0 0 ,10 0 0 0 ,10 0 0 0 ,10 0 0 0 ,12 6 2 0 ,1 0 0 0 2 0 
