2018-08-07 02:00:00,OL13F1i5014j2513,0 3 5 4 ,0 1 3 3 ,0 0 2 2 ,1 0 1 1 ,8 2 4 4 ,10 0 0 0 ,6 0 2 2 ,0 0 0 0 ,0 0 0 0 ,0 0 1 1 ,0 0 0 0 ,1 0 0 0 ,2 2 0 0 3 0 
2018-08-07 02:00:00,OL13F1i5055j2490,5 0 1 1 ,2 0 0 0 ,10 0 0 0 ,2 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,3 0 0 0 ,0 0 0 0 ,1 0 0 0 0 0 
2018-08-07 02:00:00,OL13F1i5037j2536,3 0 0 0 ,5 1 1 1 ,3 0 0 0 ,1 0 0 0 ,0 0 0 0 ,1 0 0 0 ,0 0 0 0 ,0 0 0 0 ,3 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 0 0 
2018-08-07 02:00:00,OL13F1i5070j2494,3 0 0 0 ,0 0 0 0 ,0 0 1 1 ,6 0 1 1 ,10 0 1 1 ,6 0 1 1 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 1 1 ,0 0 1 1 ,0 0 2 2 ,4 1 2 0 0 1 
2018-08-07 02:00:00,OL13F1i5072j2499,10 0 0 0 ,2 1 2 1 ,2 2 2 1 ,4 0 1 1 ,0 0 0 0 ,4 0 0 0 ,0 0 1 1 ,5 0 1 0 ,0 1 2 2 ,1 0 0 0 ,11 0 0 0 ,0 0 0 0 ,3 0 0 0 0 0 
2018-08-07 02:00:00,OL13F1i5062j2521,5 0 0 0 ,1 0 0 0 ,0 0 3 2 ,4 0 1 1 ,10 0 0 0 ,6 1 2 2 ,6 0 0 0 ,12 0 1 1 ,12 0 0 0 ,11 0 1 1 ,10 0 0 0 ,10 0 0 0 ,0 1 0 1 1 1 
2018-08-07 02:00:00,OL13F1i5060j2527,1 0 3 3 ,0 0 0 0 ,0 1 2 0 ,6 11 4 2 ,12 0 1 1 ,10 0 2 2 ,10 5 2 2 ,10 0 0 0 ,10 0 0 0 ,10 2 3 3 ,10 0 1 1 ,10 0 0 0 ,1 2 0 0 0 0 
2018-08-07 02:00:00,OL13F1i5068j2507,0 0 2 1 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 2 2 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 1 1 ,2 0 0 0 ,0 0 0 0 ,0 1 0 1 0 1 
2018-08-07 02:00:00,OL13F1i5063j2498,4 0 0 0 ,1 0 0 0 ,1 1 1 1 ,1 0 0 0 ,2 0 1 1 ,2 0 0 0 ,1 1 3 2 ,1 4 2 1 ,0 0 0 0 ,3 0 3 3 ,0 0 0 0 ,1 0 0 0 ,0 0 0 0 0 0 
2018-08-07 02:00:00,OL13F1i5054j2494,22 0 0 0 ,20 3 1 0 ,12 6 1 0 ,4 0 0 0 ,0 0 0 0 ,2 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,2 0 0 0 ,2 0 0 0 ,3 0 0 0 ,0 0 0 0 1 0 
