2018-08-06 02:00:00,OL13F1i5014j2513,2 1 1 1 ,0 0 2 2 ,0 0 1 1 ,0 1 2 1 ,0 4 1 2 ,0 0 2 2 ,0 0 1 1 ,2 0 2 2 ,0 0 3 3 ,0 0 2 2 ,0 0 4 4 ,0 0 0 0 ,0 0 1 1 0 0 
2018-08-06 02:00:00,OL13F1i5055j2490,2 0 1 1 ,2 0 1 0 ,1 0 1 1 ,6 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,1 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 0 0 
2018-08-06 02:00:00,OL13F1i5037j2536,1 10 0 0 ,0 10 0 0 ,0 10 1 1 ,1 10 0 0 ,0 2 0 0 ,1 0 0 0 ,0 0 0 0 ,0 0 0 0 ,2 0 0 0 ,0 0 0 0 ,0 0 0 0 ,3 0 0 0 ,0 0 0 0 0 0 
2018-08-06 02:00:00,OL13F1i5070j2494,0 0 1 1 ,0 0 0 0 ,0 0 0 0 ,4 0 1 1 ,0 0 0 0 ,8 0 0 0 ,0 0 1 1 ,2 0 1 1 ,2 0 0 0 ,1 0 0 0 ,0 0 1 1 ,1 0 0 0 ,1 0 0 0 0 0 
2018-08-06 02:00:00,OL13F1i5072j2499,2 3 1 0 ,4 2 0 0 ,6 0 1 1 ,0 0 0 0 ,11 0 1 1 ,5 0 1 1 ,2 0 0 0 ,10 0 0 0 ,15 0 1 1 ,11 0 0 0 ,8 3 3 2 ,0 0 0 0 ,2 1 0 0 0 0 
2018-08-06 02:00:00,OL13F1i5062j2521,4 0 0 0 ,4 0 0 0 ,5 0 0 0 ,4 0 0 0 ,0 0 0 0 ,4 0 0 0 ,3 0 0 0 ,2 0 0 0 ,4 0 0 0 ,1 0 0 0 ,3 0 1 1 ,2 0 0 0 ,1 1 0 0 0 1 
2018-08-06 02:00:00,OL13F1i5060j2527,4 0 1 1 ,0 0 1 1 ,0 0 1 1 ,1 0 4 4 ,0 0 2 1 ,0 6 3 1 ,3 3 2 1 ,0 2 3 1 ,5 0 1 1 ,10 0 0 0 ,2 0 0 0 ,2 0 1 1 ,2 0 1 0 0 1 
2018-08-06 02:00:00,OL13F1i5068j2507,0 0 0 0 ,0 0 0 0 ,1 0 1 1 ,5 0 0 0 ,0 0 0 0 ,0 0 0 0 ,1 0 1 1 ,12 0 0 0 ,12 0 0 0 ,10 1 1 1 ,11 0 0 0 ,10 0 1 1 ,0 2 1 1 0 0 
2018-08-06 02:00:00,OL13F1i5063j2498,6 0 0 0 ,4 0 0 0 ,2 0 0 0 ,2 0 0 0 ,1 0 0 0 ,1 0 0 0 ,0 0 1 1 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 0 0 
2018-08-06 02:00:00,OL13F1i5054j2494,25 0 1 1 ,22 0 0 0 ,41 0 0 0 ,27 0 0 0 ,12 0 0 0 ,16 0 0 0 ,16 0 0 0 ,22 0 0 0 ,11 0 0 0 ,10 0 0 0 ,10 0 1 1 ,10 0 0 0 ,0 0 1 1 1 0 
2018-08-06 02:00:00,OL13F1i5048j2505,6 8 3 2 ,3 5 3 1 ,12 11 1 1 ,3 0 1 1 ,3 2 1 0 ,4 0 0 0 ,3 1 1 1 ,0 2 3 2 ,0 4 0 0 ,0 0 0 0 ,0 0 1 1 ,0 0 0 0 ,0 0 1 0 0 0 
2018-08-06 02:00:00,OL13F1i5055j2499,10 3 2 1 ,2 2 4 2 ,12 0 2 2 ,12 0 0 1 ,8 0 0 0 ,17 0 3 3 ,6 0 0 0 ,18 0 3 3 ,4 0 2 2 ,10 0 1 1 ,8 0 0 0 ,1 0 6 5 ,1 1 0 3 2 1 
2018-08-06 02:00:00,OL13F1i5061j2485,2 10 1 1 ,1 10 0 0 ,2 10 0 0 ,1 10 0 0 ,6 10 1 1 ,5 10 1 1 ,4 10 0 0 ,3 10 0 0 ,3 4 0 0 ,0 0 0 0 ,2 0 1 1 ,2 0 0 0 ,0 0 0 0 0 0 
2018-08-06 02:00:00,OL13F1i5065j2517,4 0 2 2 ,2 1 2 2 ,4 0 1 1 ,11 0 0 0 ,8 2 3 1 ,2 3 0 0 ,5 0 0 0 ,3 0 1 1 ,0 0 0 0 ,1 1 1 1 ,10 5 2 1 ,11 0 0 0 ,1 0 1 0 0 0 
2018-08-06 02:00:00,OL13F1i5070j2512,3 1 3 3 ,6 0 0 0 ,6 0 0 0 ,1 0 1 1 ,0 0 0 0 ,4 0 0 0 ,12 1 1 1 ,15 0 0 0 ,16 0 0 0 ,11 0 0 0 ,10 0 0 0 ,12 0 0 0 ,0 0 0 0 0 1 
2018-08-06 02:00:00,OL13F1i5046j2499,12 0 2 2 ,27 1 1 0 ,17 0 1 1 ,12 0 0 0 ,13 0 0 0 ,10 0 0 0 ,12 0 1 1 ,10 0 1 1 ,10 0 0 0 ,10 0 0 0 ,10 0 0 0 ,10 1 4 3 ,0 1 1 0 0 0 
2018-08-06 02:00:00,OL13F1i5046j2493,6 1 3 2 ,3 0 3 4 ,0 1 2 2 ,1 0 1 1 ,1 0 0 0 ,5 0 0 0 ,3 0 2 2 ,0 0 1 1 ,3 0 0 0 ,0 0 0 0 ,0 0 1 1 ,2 0 0 0 ,0 1 2 1 2 1 
2018-08-06 02:00:00,OL13F1i5046j2526,0 0 2 1 ,3 2 3 3 ,6 0 1 1 ,0 0 0 0 ,6 0 0 0 ,0 0 1 1 ,0 0 1 1 ,0 5 1 0 ,1 0 0 0 ,10 0 0 0 ,8 0 0 0 ,5 0 1 1 ,0 0 0 0 0 0 
2018-08-06 02:00:00,OL13F1i5042j2535,6 0 0 0 ,10 0 0 0 ,2 0 0 0 ,0 4 4 3 ,0 1 2 1 ,8 0 2 2 ,3 0 2 2 ,1 0 0 0 ,12 0 0 0 ,10 0 0 0 ,2 0 1 1 ,2 0 1 1 ,0 0 0 0 0 0 
2018-08-06 02:00:00,OL13F1i5086j2496,2 0 0 0 ,0 0 2 2 ,0 0 1 1 ,0 0 0 0 ,1 0 0 0 ,0 0 0 0 ,0 0 2 2 ,0 0 1 1 ,0 0 0 0 ,0 0 0 0 ,1 0 0 0 ,6 0 0 0 ,0 3 1 0 0 0 
2018-08-06 02:00:00,OL13F1i5037j2518,2 0 1 1 ,0 0 0 0 ,0 0 0 0 ,1 1 1 1 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,4 0 0 0 ,0 1 0 0 0 0 
2018-08-06 02:00:00,OL13F1i5065j2513,141 30 4 3 ,136 30 1 1 ,135 32 10 8 ,86 48 30 18 ,37 70 32 12 ,29 146 37 18 ,20 148 30 13 ,25 73 17 17 ,55 11 3 3 ,101 0 5 5 ,98 29 24 8 ,88 138 41 17 ,29 15 17 9 14 16 
