2018-08-13 02:00:00,OL13F1i5014j2513,1 3 3 3 ,0 0 2 2 ,0 0 4 2 ,0 6 2 2 ,0 0 1 1 ,0 0 0 0 ,2 0 0 0 ,10 0 0 0 ,10 0 1 1 ,10 0 1 1 ,10 0 0 0 ,10 0 0 0 ,0 0 0 0 0 0 
2018-08-13 02:00:00,OL13F1i5055j2490,1 0 0 0 ,0 0 0 0 ,8 0 0 0 ,10 0 0 0 ,13 0 0 0 ,15 0 0 0 ,10 0 0 0 ,10 0 0 0 ,10 0 0 0 ,10 0 0 0 ,4 0 0 0 ,1 0 0 0 ,0 0 0 0 0 0 
2018-08-13 02:00:00,OL13F1i5037j2536,1 16 0 3 ,0 4 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,1 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 0 0 
2018-08-13 02:00:00,OL13F1i5070j2494,6 3 3 2 ,10 6 4 0 ,10 0 0 0 ,10 0 0 0 ,10 0 1 1 ,11 1 3 3 ,8 0 1 1 ,1 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,2 0 0 0 ,0 0 0 0 0 0 
2018-08-13 02:00:00,OL13F1i5072j2499,2 1 2 1 ,3 3 1 1 ,1 0 1 1 ,3 0 0 0 ,5 0 0 0 ,4 0 1 1 ,5 0 1 1 ,10 0 0 0 ,10 0 0 0 ,2 0 0 0 ,2 0 0 0 ,0 2 1 1 ,0 0 2 0 0 0 
2018-08-13 02:00:00,OL13F1i5062j2521,5 0 0 0 ,5 0 1 1 ,3 0 0 0 ,3 0 0 0 ,2 0 0 0 ,2 0 0 0 ,2 0 0 0 ,3 1 1 0 ,2 0 0 0 ,16 0 0 0 ,12 0 0 0 ,17 0 0 0 ,2 0 0 0 0 0 
2018-08-13 02:00:00,OL13F1i5060j2527,0 0 1 1 ,0 5 2 1 ,0 0 1 1 ,1 6 2 0 ,1 5 4 3 ,0 0 1 1 ,3 0 1 1 ,3 1 1 1 ,8 0 1 1 ,0 0 0 0 ,0 0 3 3 ,2 0 0 0 ,4 0 5 1 3 1 
2018-08-13 02:00:00,OL13F1i5068j2507,17 0 0 0 ,11 0 0 0 ,10 2 2 1 ,17 6 3 2 ,4 0 0 0 ,0 0 0 0 ,2 0 1 1 ,0 0 0 0 ,0 0 0 0 ,1 0 1 1 ,0 0 0 0 ,0 0 1 1 ,1 1 0 2 0 2 
2018-08-13 02:00:00,OL13F1i5063j2498,0 0 1 1 ,0 0 0 0 ,1 0 1 1 ,0 0 0 0 ,0 2 1 1 ,5 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 1 1 ,0 0 0 0 ,1 0 0 0 ,1 0 0 0 0 0 
2018-08-13 02:00:00,OL13F1i5054j2494,5 2 2 1 ,1 3 0 1 ,0 0 1 1 ,3 0 0 0 ,3 0 0 0 ,0 0 0 0 ,0 0 0 0 ,4 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 0 0 
