2018-08-14 02:00:00,OL13F1i5014j2513,0 0 1 1 ,0 1 3 3 ,3 1 1 1 ,8 0 3 3 ,1 0 0 0 ,0 0 2 2 ,0 0 1 1 ,0 1 1 1 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 2 2 ,0 1 0 0 1 2 
2018-08-14 02:00:00,OL13F1i5055j2490,12 0 1 1 ,20 0 0 0 ,20 0 0 0 ,10 1 1 0 ,13 0 0 0 ,2 0 0 0 ,5 1 1 1 ,6 0 0 0 ,20 0 0 0 ,20 0 0 0 ,8 0 1 0 ,8 0 0 0 ,0 0 0 0 0 0 
2018-08-14 02:00:00,OL13F1i5037j2536,10 0 0 0 ,10 0 0 0 ,12 0 0 0 ,10 0 0 0 ,2 0 0 0 ,2 0 0 0 ,0 0 0 0 ,0 0 0 0 ,1 0 0 0 ,0 0 0 0 ,4 0 0 0 ,4 0 0 0 ,0 0 0 0 0 0 
2018-08-14 02:00:00,OL13F1i5070j2494,10 0 0 0 ,10 0 0 0 ,6 0 0 0 ,0 5 2 1 ,6 0 0 0 ,12 1 1 1 ,10 0 0 0 ,11 0 0 0 ,17 0 0 0 ,17 0 0 0 ,0 0 0 0 ,0 0 2 2 ,0 1 0 0 0 0 
2018-08-14 02:00:00,OL13F1i5072j2499,5 0 1 1 ,5 0 1 1 ,8 0 0 0 ,17 0 1 1 ,13 0 0 0 ,12 2 1 0 ,2 1 2 2 ,2 0 0 0 ,0 0 2 2 ,4 0 0 0 ,1 0 2 1 ,2 0 1 1 ,3 3 1 1 0 2 
2018-08-14 02:00:00,OL13F1i5062j2521,0 0 4 4 ,2 0 2 2 ,2 0 1 1 ,0 0 1 1 ,4 0 0 0 ,1 0 1 1 ,2 0 0 0 ,0 0 0 0 ,0 0 0 0 ,2 0 0 0 ,2 0 0 0 ,1 0 0 0 ,0 1 0 0 1 0 
2018-08-14 02:00:00,OL13F1i5060j2527,2 1 1 1 ,6 1 1 1 ,8 0 1 1 ,3 1 2 2 ,0 2 4 4 ,1 0 1 0 ,8 8 3 2 ,5 6 4 2 ,2 5 0 0 ,10 0 1 1 ,10 0 2 2 ,10 0 4 4 ,1 1 1 1 0 0 
2018-08-14 02:00:00,OL13F1i5068j2507,10 0 0 0 ,10 0 0 0 ,10 0 0 0 ,10 0 0 0 ,12 0 0 0 ,13 1 1 0 ,11 0 1 1 ,11 0 0 0 ,10 1 2 2 ,1 0 0 0 ,0 0 0 0 ,2 0 0 0 ,0 0 1 0 0 0 
2018-08-14 02:00:00,OL13F1i5063j2498,1 2 2 1 ,4 0 1 0 ,0 1 0 0 ,0 0 0 0 ,1 0 0 0 ,1 2 2 2 ,0 0 0 0 ,0 0 0 0 ,2 0 0 0 ,2 0 2 2 ,4 0 0 0 ,0 0 0 0 ,0 0 0 0 0 0 
2018-08-14 02:00:00,OL13F1i5054j2494,8 4 0 1 ,11 2 4 2 ,3 5 1 0 ,1 0 0 0 ,0 0 0 0 ,4 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 1 1 1 ,0 0 1 1 ,0 0 0 0 ,0 0 1 1 ,0 0 0 0 0 0 
2018-08-14 02:00:00,OL13F1i5048j2505,16 0 0 0 ,17 0 0 0 ,5 0 1 1 ,1 1 1 1 ,2 2 3 1 ,2 0 0 0 ,8 0 0 0 ,12 0 1 1 ,15 0 1 1 ,10 0 0 0 ,10 0 1 1 ,11 0 1 1 ,0 0 0 0 0 0 
2018-08-14 02:00:00,OL13F1i5055j2499,30 20 3 3 ,27 22 6 5 ,6 24 4 5 ,25 22 2 2 ,15 20 2 2 ,8 20 0 0 ,11 20 1 1 ,11 20 2 2 ,8 13 2 2 ,2 10 2 2 ,4 1 3 3 ,12 0 1 1 ,1 5 2 4 3 5 
2018-08-14 02:00:00,OL13F1i5061j2485,5 0 0 0 ,8 5 2 1 ,0 0 0 0 ,4 0 0 0 ,12 0 0 0 ,4 0 0 0 ,3 1 1 1 ,4 0 0 0 ,1 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 ,0 0 0 0 0 0 
2018-08-14 02:00:00,OL13F1i5065j2517,1 0 0 0 ,5 0 0 0 ,4 0 1 1 ,2 0 0 0 ,3 0 1 1 ,0 0 0 0 ,0 0 0 0 ,8 0 0 0 ,3 0 0 0 ,0 0 0 0 ,4 0 0 0 ,3 0 1 1 ,1 0 0 0 0 0 
2018-08-14 02:00:00,OL13F1i5070j2512,2 0 0 0 ,0 0 0 0 ,0 0 0 0 ,1 0 0 0 ,10 3 1 1 ,4 0 1 1 ,6 0 1 1 ,11 0 1 0 ,1 0 0 0 ,0 0 0 0 ,0 1 1 1 ,0 0 0 0 ,1 2 0 0 0 0 
2018-08-14 02:00:00,OL13F1i5046j2499,6 0 0 0 ,8 0 0 0 ,17 0 0 0 ,12 0 0 0 ,11 0 1 1 ,10 0 1 1 ,11 0 0 0 ,15 0 1 1 ,24 0 0 0 ,10 0 1 1 ,10 0 1 1 ,10 0 0 0 ,0 0 0 0 0 0 
